None,ticker,datekey,date,revenue,eps,ebitda,netinc,roe,evebitda,fcfps,pb,pe,marketcap,ebit,currentratio,capex,ncfo,equity,de,year
216,XRAY,2019-03-08,2018-12-31,3986300000.0,-4.51,-590400000.0,-1011000000.0,-0.183,-20.642,1.456,2.117,-10.722,10839472781.0,-921200000.0,1.863,-173300000.0,499800000.0,5121100000.0,0.694,2018
217,XRAY,2018-03-15,2017-12-31,3993400000.0,-6.76,-1248500000.0,-1550000000.0,-0.21,-11.43,2.027,1.957,-8.354,12949011888.0,-1564900000.0,2.098,-136900000.0,601900000.0,6616300000.0,0.566,2017
218,XRAY,2017-03-01,2016-12-31,3745300000.0,1.97,747000000.0,429900000.0,0.052,21.369,2.034,1.826,34.46,14814412761.0,475300000.0,2.442,-120000000.0,563400000.0,8114300000.0,0.435,2016
219,XRAY,2016-02-12,2015-12-31,2674300000.0,1.79,507000000.0,251200000.0,0.11,16.839,3.041,3.28,30.529,7668878921.0,384100000.0,2.514,-71600000.0,497400000.0,2338000000.0,0.883,2015
220,XRAY,2015-02-20,2014-12-31,2922620000.0,2.28,579961000.0,322854000.0,0.13,14.633,3.255,3.176,22.836,7372655838.0,450884000.0,1.847,-99163000.0,560401000.0,2321279000.0,1.003,2014
221,XRAY,2014-02-20,2013-12-31,2950770000.0,2.2,542870000.0,313192000.0,0.132,14.459,2.247,2.544,20.589,6448260072.0,414967000.0,1.436,-97312000.0,417846000.0,2535053000.0,0.986,2013
222,XRAY,2013-02-20,2012-12-31,2928429000.0,2.22,509183000.0,314213000.0,0.152,14.893,1.964,2.781,19.549,6142545700.0,379984000.0,1.198,-91033000.0,369685000.0,2208698000.0,1.233,2012
223,XRAY,2012-02-24,2011-12-31,2537718000.0,1.73,384385000.0,244520000.0,0.127,18.585,2.283,2.951,22.306,5454366182.0,299350000.0,1.399,-70689000.0,393469000.0,1848077000.0,1.554,2011
224,XRAY,2011-02-18,2010-12-31,2221014000.0,1.85,446362000.0,265708000.0,0.149,11.94,2.234,2.859,19.788,5257955128.0,380022000.0,3.652,-40674000.0,362324000.0,1839386000.0,0.733,2010
225,XRAY,2010-02-22,2009-12-31,2159916000.0,1.85,450273000.0,274258000.0,0.157,10.766,2.103,2.636,17.607,4828748066.0,385098000.0,2.739,-50621000.0,362489000.0,1832105000.0,0.645,2009
226,XRAY,2009-02-20,2008-12-31,2193723000.0,1.9,444928000.0,283869000.0,0.18,9.189,1.745,2.42,13.537,3842822791.0,387999000.0,2.639,-75844000.0,335981000.0,1587722000.0,0.738,2008
227,XRAY,2008-02-25,2007-12-31,2009833000.0,1.71,432207000.0,259654000.0,0.182,14.577,2.174,3.949,23.055,5986441856.0,381918000.0,3.143,-57836000.0,387697000.0,1516106000.0,0.765,2007
228,XRAY,2007-02-23,2006-12-31,1810496000.0,1.44,373072000.0,223718000.0,0.175,14.099,1.478,3.89,22.148,4954854819.0,325638000.0,2.306,-42436000.0,271855000.0,1273835000.0,0.712,2006
229,XRAY,2006-03-14,2005-12-31,1715135000.0,0.285,139371000.0,45413000.0,0.034,33.926,1.181,3.609,98.66,4480448345.0,88811000.0,1.39,-44738000.0,232769000.0,1241580000.0,0.939,2005
230,XRAY,2005-03-16,2004-12-31,1694232000.0,1.575,391428000.0,253165000.0,0.194,11.788,1.566,2.955,16.857,4267626621.0,342132000.0,2.611,-54469000.0,306259000.0,1443973000.0,0.937,2004
231,XRAY,2004-03-15,2003-12-31,1570925000.0,1.105,327266000.0,174183000.0,0.173,12.71,1.17,3.129,20.159,3511269711.0,281605000.0,2.154,-73624000.0,257992000.0,1122069000.0,1.179,2003
232,XRAY,2003-03-28,2002-12-31,1513742000.0,0.945,294082000.0,147952000.0,0.2,11.926,0.75,3.3,18.645,2758616717.0,250223000.0,1.479,-55677000.0,172983000.0,835928000.0,1.495,2002
233,XRAY,2002-03-29,2001-12-31,1129094000.0,0.78,261137000.0,121496000.0,0.211,13.73,1.045,4.738,23.769,2887881414.0,206803000.0,1.351,-48692000.0,211068000.0,609519000.0,1.949,2001
234,XRAY,2001-03-20,2000-12-31,889796000.0,0.65,203308000.0,101016000.0,0.207,9.758,0.755,3.63,18.7,1889007197.0,161949000.0,1.936,-28210000.0,145622000.0,520370000.0,0.657,2000
235,XRAY,2000-03-30,1999-12-31,830864000.0,0.567,193401000.0,89863000.0,0.203,8.115,0.567,3.01,15.706,1411350966.0,153777000.0,1.786,-31561000.0,121269000.0,468872000.0,0.828,1999
236,XRAY,1999-03-30,1998-12-31,795122000.0,0.217,107942000.0,34825000.0,0.083,13.393,0.396,2.95,35.049,1220585724.0,70468000.0,1.659,-30316000.0,93742000.0,413801000.0,1.157,1998
237,XOM,2025-02-19,2024-12-31,349585000000.0,7.84,71928000000.0,33680000000.0,0.134,6.912,7.079,1.815,14.21,478607507424.0,48486000000.0,1.308,-24306000000.0,55022000000.0,263705000000.0,0.693,2024
238,XOM,2024-02-28,2023-12-31,344582000000.0,8.89,72929000000.0,36010000000.0,0.18,5.813,8.43,2.021,11.495,413925518106.0,52288000000.0,1.479,-21919000000.0,55369000000.0,204802000000.0,0.8,2023
239,XOM,2023-02-22,2022-12-31,413680000000.0,13.26,100754000000.0,55740000000.0,0.306,4.548,14.343,2.29,8.014,446709182733.0,76714000000.0,1.414,-18407000000.0,76797000000.0,195049000000.0,0.854,2022
240,XOM,2022-02-23,2021-12-31,285640000000.0,5.39,52230000000.0,23040000000.0,0.143,7.006,8.516,1.928,14.106,325012890774.0,31623000000.0,1.044,-12076000000.0,48129000000.0,168577000000.0,0.968,2021
241,XOM,2021-02-24,2020-12-31,181502000000.0,-5.25,19095000000.0,-22440000000.0,-0.129,15.884,-0.617,1.527,-10.697,240038495172.0,-26914000000.0,0.796,-17282000000.0,14668000000.0,157150000000.0,1.073,2020
242,XOM,2020-02-26,2019-12-31,264938000000.0,3.36,39450000000.0,14340000000.0,0.075,6.798,1.265,1.171,15.645,224348431339.0,20452000000.0,0.782,-24361000000.0,29716000000.0,191650000000.0,0.854,2019
243,XOM,2019-02-27,2018-12-31,290212000000.0,4.88,49883000000.0,20840000000.0,0.11,7.443,3.882,1.755,16.149,336539749192.0,31138000000.0,0.84,-19574000000.0,36014000000.0,191794000000.0,0.77,2018
244,XOM,2018-02-28,2017-12-31,244363000000.0,4.63,39030000000.0,19710000000.0,0.109,9.226,3.461,1.71,16.283,320945383923.0,19137000000.0,0.816,-15402000000.0,30066000000.0,187688000000.0,0.822,2017
